"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
1368,"1","спасибо большое! теперь не скрипят ","2025-05-13T08:58:28.693507Z",3751364,17.683,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:03:16.916038Z","","","","",""

1369,"1","спасибо","2025-05-13T08:58:28.693507Z",3766183,5.974,5,"Вопрос решен","2025-05-13T13:03:20.175625Z","","","","",""

1370,"1","Спасибо!","2025-05-13T08:58:28.693507Z",3770102,5.665,5,"Вопрос решен","2025-05-13T13:03:23.046373Z","","","","",""

1371,"1","Норм","2025-05-13T08:58:28.693507Z",3773834,19.113,1,"Вопрос решен","2025-05-13T08:58:28.693507Z","","","","",""

1372,"1","спасибо. все прошло очень хорошо","2025-05-13T08:58:28.693507Z",3791959,12.377,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:03:32.067965Z","","","","",""

1373,"1","Спасибо, пришли все поменяли за 10 минут ","2025-05-13T08:58:28.693507Z",3797804,19.083,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T13:03:36.131538Z","","","","",""

1374,"1","Все очень оперативно ","2025-05-13T08:58:28.693507Z",3799741,13.872,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T13:03:41.098870Z","","","","",""

1375,"1","Огромное спасибо.","2025-05-13T08:58:28.693507Z",3802024,6.351,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:03:46.052433Z","","","","",""

1376,"1","Все отлично! Спасибо.","2025-05-13T08:58:28.693507Z",3805876,7.9190000000000005,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:03:50.979468Z","","","","",""

1377,"1","Хороший мастер","2025-05-13T08:58:28.693507Z",3812092,5.64,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T13:03:57.514463Z","","","","",""

1378,"1","Спасибо за оперативность! 
","2025-05-13T08:58:28.693507Z",3815412,2.407,5,"Нравится качество работы сотрудников","2025-05-13T08:58:28.693507Z","","","","",""

1379,"1","выполнена

","2025-05-13T08:58:28.693507Z",3820641,6.461,5,"Вопрос решен","2025-05-13T13:05:10.341889Z","","","","",""

1380,"1","Все супер, Мастер 👍","2025-05-13T08:58:28.693507Z",3828569,33.64,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:05:42.911874Z","","","","",""

1381,"1","Благодарю ребят.","2025-05-13T08:58:28.694506Z",3829748,6.997999999999999,5,"Вопрос решен","2025-05-13T13:05:48.609013Z","","","","",""

1382,"1","Спасибо большое ","2025-05-13T08:58:28.694506Z",3831509,5.086,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T08:58:28.694506Z","","","","",""

1383,"1","спасибо","2025-05-13T08:58:28.694506Z",3831883,4.893000000000001,5,"Вопрос решен","2025-05-13T13:05:53.744138Z","","","","",""

1384,"1","Спасибо!","2025-05-13T08:58:28.694506Z",3832952,110.207,5,"Вопрос решен","2025-05-13T13:07:41.141962Z","","","","",""

1385,"1","Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!","2025-05-13T08:58:28.694506Z",3834081,51.429,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:07:58.067166Z","","","","",""

1386,"1","Благодарю за проделанную работу! ","2025-05-13T08:58:28.694506Z",3835748,9.93,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:08:02.279581Z","","","","",""

1387,"1","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-13T08:58:28.694506Z",3835874,43.194,5,"Другое","2025-05-13T13:08:19.460609Z","","","","",""

1388,"1","Спасибо, всё чётко.","2025-05-13T08:58:28.694506Z",3839647,4.529,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:08:23.166619Z","","","","",""

1389,"1","Благодарю ","2025-05-13T08:58:28.694506Z",3840353,12.433,5,"Вопрос решен","2025-05-13T13:08:33.027907Z","","","","",""

1390,"1","Спасибо Сергей ! ))))","2025-05-13T08:58:28.694506Z",3841026,6.319,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T13:10:36.539128Z","","","","",""

1391,"1","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-13T08:58:28.694506Z",3842440,9.364,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:10:43.543673Z","","","","",""

1392,"1","хоть что то сделали 👍👏","2025-05-13T08:58:28.694506Z",3842790,7.692,5,"Вопрос решен","2025-05-13T13:10:48.734521Z","","","","",""

1393,"1","спасибо)","2025-05-13T08:58:28.694506Z",3843760,7.878,5,"Вопрос решен","2025-05-13T13:10:54.457385Z","","","","",""

1394,"1","профессионально, быстро. очень приятный мастер","2025-05-13T08:58:28.694506Z",3844645,10.414,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:12:21.421689Z","","","","",""

1395,"1","спасибо! ","2025-05-13T08:58:28.694506Z",3846820,7.936999999999999,5,"Вопрос решен","2025-05-13T13:12:28.506914Z","","","","",""

1396,"1","Спасибо, вопрос решили, всё стало нормально ","2025-05-13T08:58:28.694506Z",3846831,13.917000000000002,5,"Вопрос решен","2025-05-13T13:12:35.157378Z","","","","",""

1397,"1","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-13T08:58:28.712571Z",3848236,7.216,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T13:12:40.157708Z","","","","",""

1398,"1","спасибо! ","2025-05-13T08:58:28.713109Z",3850021,57.306000000000004,5,"Вопрос решен","2025-05-13T13:12:45.214810Z","","","","",""

1399,"1","спасибо за  быстрый ответ! 


","2025-05-13T08:58:28.713109Z",3850118,13.487000000000002,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T13:20:53.355061Z","","","","",""

1400,"1","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-13T08:58:28.713109Z",3852179,19.851,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:20:58.575860Z","","","","",""

1401,"1","спасибо!)","2025-05-13T08:58:28.713109Z",3852743,5.804,5,"Вопрос решен","2025-05-13T13:21:01.886282Z","","","","",""

1402,"1","спасибо ","2025-05-13T08:58:28.713109Z",3852975,6.388,5,"Вопрос решен","2025-05-13T13:21:05.232686Z","","","","",""

1403,"1","Все отлично ","2025-05-13T08:58:28.713109Z",3854073,35.694,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T13:21:37.030777Z","","","","",""

1404,"1","свершилось","2025-05-13T08:58:28.713109Z",3856028,2.65,1,"Вопрос решен","2025-05-13T08:58:28.713109Z","","","","",""

1405,"1","Спасибо мастеру ","2025-05-13T08:58:28.713109Z",3859764,12.5,5,"Вопрос решен","2025-05-13T13:22:33.208368Z","","","","",""

1406,"1","спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝","2025-05-13T08:58:28.713109Z",3859780,16.902,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T13:22:39.721397Z","","","","",""

1407,"1","Среагировали быстро, благодарю ","2025-05-13T08:58:28.713109Z",3860248,7.9399999999999995,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T13:22:43.664438Z","","","","",""

1408,"1","Спасибо за оперативность!","2025-05-13T08:58:28.713109Z",3860900,6.976,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T13:22:48.910969Z","","","","",""

1409,"1","Отличный мастер!","2025-05-13T08:58:28.713109Z",3862448,4.289,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T15:22:19.387115Z","","","","",""

1410,"1","Спасибо! По крайней мере, по ночам пока шума не слышно.","2025-05-13T08:58:28.714097Z",3863351,7.322,5,"Вопрос решен","2025-05-13T08:58:28.714097Z","","","","",""

1411,"1","Быстро ","2025-05-13T08:58:28.714097Z",3863609,9.962,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T15:36:57.141268Z","","","","",""

1412,"1","Спасибо за своевременное выполнение заявки...","2025-05-13T08:58:28.714097Z",3866829,21.651999999999997,5,"Вопрос решен","2025-05-13T15:37:04.880421Z","","","","",""

1413,"1","все сделали быстро. спасибо ","2025-05-13T08:58:28.714097Z",3866867,11.945,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T15:37:13.501553Z","","","","",""

1414,"1","всё отлично 👍","2025-05-13T08:58:28.714097Z",3868883,5.35,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:37:17.072787Z","","","","",""

1415,"1","Спасибо ","2025-05-13T08:58:28.714097Z",3871379,7.941,5,"Вопрос решен","2025-05-13T15:37:19.768449Z","","","","",""

1416,"1","Большое спасибо Александру,за оперативность и профессионализм ","2025-05-13T08:58:28.714097Z",3872124,15.993000000000002,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T15:37:35.945202Z","","","","",""

1417,"1","благодарю ","2025-05-13T08:58:28.714097Z",3872129,6.306,5,"Вопрос решен","2025-05-13T15:37:42.045394Z","","","","",""

1418,"1","оперативно и качественно. спасибо ","2025-05-13T08:58:28.714097Z",3873692,10.139,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}","2025-05-13T15:37:46.312963Z","","","","",""

1419,"1","Спасибо!","2025-05-13T08:58:28.714097Z",3874941,61.369,5,"Вопрос решен","2025-05-13T15:38:45.684776Z","","","","",""

1420,"1","благодарю, всего доброго!","2025-05-13T08:58:28.714097Z",3875262,14.187,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:38:52.207742Z","","","","",""

1421,"1","спасибо","2025-05-13T08:58:28.714097Z",3876790,5.791,5,"Вопрос решен","2025-05-13T15:38:56.010836Z","","","","",""

1422,"1","Спасибо ","2025-05-13T08:58:28.714097Z",3876998,5.48,5,"Вопрос решен","2025-05-13T15:39:00.260466Z","","","","",""

1423,"1","Спасибо большое! ","2025-05-13T08:58:28.714097Z",3877186,3.3890000000000002,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T08:58:28.714097Z","","","","",""

1424,"1","Спасибо!","2025-05-13T08:58:28.714097Z",3877315,9.126,5,"Вопрос решен","2025-05-13T15:39:06.010765Z","","","","",""

1425,"1","К мастеру вопросов нет.  ","2025-05-13T08:58:28.714097Z",3877334,1.866,3,"Вопрос решен","2025-05-13T08:58:28.714097Z","","","","",""

1426,"1","Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!","2025-05-13T08:58:28.714097Z",3877901,6.258000000000001,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:39:14.318702Z","","","","",""

1427,"1","вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ","2025-05-13T08:58:28.714097Z",3878088,29.382,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:39:34.589506Z","","","","",""

1428,"1","спасибо большое! надолго ли🙄","2025-05-13T08:58:28.714097Z",3878555,12.077,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:39:41.985499Z","","","","",""

1429,"1","Огромное спасибо! ","2025-05-13T08:58:28.714097Z",3878808,3.535,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:39:44.861813Z","","","","",""

1430,"1","Всё очень четко организовано! Большое спасибо за работу!","2025-05-13T08:58:28.715095Z",3879856,148.423,5,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:42:10.948295Z","","","","",""

1431,"1","Спасибо Вам большое и за дверь и за номера квартир!","2025-05-13T08:58:28.715095Z",3880345,19.466,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:42:18.677884Z","","","","",""

1432,"1","снимаю звезду за первую отписку без выполнения работ","2025-05-13T08:58:28.715095Z",3880717,19.013,3,"Другое","2025-05-13T08:58:28.715095Z","","","","",""

1433,"1","В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ","2025-05-13T08:58:28.715095Z",3881004,10.766,5,"Нравится качество работы сотрудников","2025-05-13T08:58:28.715095Z","","","","",""

1434,"1","Спасибо!","2025-05-13T08:58:28.715095Z",3881432,6.081,5,"Вопрос решен","2025-05-13T15:44:26.971028Z","","","","",""

1435,"1","Спасибо! Все заработало ","2025-05-13T08:58:28.715095Z",3881460,4.578,5,"Вопрос решен","2025-05-13T15:44:30.804037Z","","","","",""

1436,"1","спасибо, решили мой вопрос на месте в офисе ","2025-05-13T08:58:28.715095Z",3881636,12.105,5,"Вопрос решен","2025-05-13T15:44:39.236283Z","","","","",""

1437,"1","Спасибо больше Ольге Птушкине, за проделанную работу! ","2025-05-13T08:58:28.715095Z",3882840,8.036000000000001,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T15:44:43.728526Z","","","","",""

1438,"1","Спасибо ","2025-05-13T08:58:28.715095Z",3883049,6.795999999999999,5,"Вопрос решен","2025-05-13T15:44:47.195237Z","","","","",""

1439,"1","всё сделали хорошо, починили вовремя. наверное, молодцы.","2025-05-13T08:58:28.715095Z",3883200,20.767,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:45:01.192640Z","","","","",""

1440,"1","Спасибо","2025-05-13T08:58:28.715095Z",3883457,4.588,5,"Вопрос решен","2025-05-13T15:45:04.465339Z","","","","",""

1441,"1","Супер! Спасибо!","2025-05-13T08:58:28.715095Z",3883549,3.943,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T15:45:07.991528Z","","","","",""

1442,"1","Отлично! Все выполнили как и обещали! ","2025-05-13T08:58:28.715095Z",3883658,8.373999999999999,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:29:42.542400Z","","","","",""

1443,"1","Очень оперативно. Спасибо большое ","2025-05-13T08:58:28.715095Z",3883736,7.51,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:29:46.997905Z","","","","",""

1444,"1","Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.","2025-05-13T08:58:28.721095Z",3883745,10.658999999999999,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:29:55.253458Z","","","","",""

1445,"1","Спасибо","2025-05-13T08:58:28.721095Z",3883823,7.386,5,"Вопрос решен","2025-05-13T23:30:00.529462Z","","","","",""

1446,"1","спасибо","2025-05-13T08:58:28.721095Z",3884514,5.457,5,"Вопрос решен","2025-05-13T23:30:03.217077Z","","","","",""

1447,"1","Спасибо ","2025-05-13T08:58:28.721095Z",3884705,6.944,5,"Вопрос решен","2025-05-13T23:30:06.641313Z","","","","",""

1448,"1","Умело подкрутили редукторы давления. Молодец!","2025-05-13T08:58:28.721095Z",3884964,16.889,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:30:16.129758Z","","","","",""

1449,"1","все хорошо,дверь практически бесшумно закрывается","2025-05-13T08:58:28.721095Z",3885089,12.022,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:30:27.115181Z","","","","",""

1450,"1","Спасибо ","2025-05-13T08:58:28.721095Z",3885291,9.574000000000002,5,"Вопрос решен","2025-05-13T23:30:35.325107Z","","","","",""

1451,"1","спасибо)","2025-05-13T08:58:28.721095Z",3885807,5.686,5,"Вопрос решен","2025-05-13T23:30:39.314320Z","","","","",""

1452,"1","проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам","2025-05-13T08:58:28.721095Z",3886150,46.881,5,"Вопрос решен","2025-05-13T23:31:49.063597Z","","","","",""

1453,"1","быстро, чётко, без проблем. одно слово - мастер! ","2025-05-13T08:58:28.721095Z",3886231,27.369,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:32:07.335179Z","","","","",""

1454,"1","Работает. Спасибо!","2025-05-13T08:58:28.721095Z",3886721,6.22,5,"Вопрос решен","2025-05-13T08:58:28.721095Z","","","","",""

1455,"1","сегодня ездил, все исправно работает, спасибо!","2025-05-13T08:58:28.721095Z",3886923,21.647,5,"Вопрос решен","2025-05-13T23:32:19.300907Z","","","","",""

1456,"1","Спасибо большое, всё понятно.","2025-05-13T08:58:28.721095Z",3886937,7.643,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:32:25.848728Z","","","","",""

1457,"1","Татьяна спасибо ❤️","2025-05-13T08:58:28.721095Z",3887002,16.117,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T23:32:40.808029Z","","","","",""

1458,"1","На вопрос ответили. Крепления нельзя повесить в колясочной","2025-05-13T08:58:28.721095Z",3887203,14.823,5,"Другое","2025-05-13T08:58:28.721095Z","","","","",""

1459,"1","Большое спасибо!","2025-05-13T08:58:28.721095Z",3887228,6.869,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:32:54.450094Z","","","","",""

1460,"1","Лучший ","2025-05-13T08:58:28.721095Z",3887353,5.125,5,"Вопрос решен","2025-05-13T08:58:28.721095Z","","","","",""

1461,"1","спасибо за оперативность ","2025-05-13T08:58:28.721095Z",3887358,5.885,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:33:04.348208Z","","","","",""

1462,"1","спасибо ","2025-05-13T08:58:28.721095Z",3887389,9.108,5,"Вопрос решен","2025-05-13T23:33:10.082005Z","","","","",""

1463,"1","спасибо за то что быстро отреагировали","2025-05-13T08:58:28.721095Z",3887392,16.061,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:33:21.274718Z","","","","",""

1464,"1","Сервис на высоте, мастер - профессионал","2025-05-13T08:58:28.721095Z",3887422,8.116,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T23:33:28.142029Z","","","","",""

1465,"1","спасибо","2025-05-13T08:58:28.721095Z",3887496,6.734,5,"Вопрос решен","2025-05-13T23:33:34.249639Z","","","","",""

1466,"1","спасибо большое","2025-05-13T08:58:28.722599Z",3887525,4.945,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T08:58:28.722599Z","","","","",""

1467,"1","ок ","2025-05-13T08:58:28.722599Z",3887606,1.687,1,"Вопрос решен","2025-05-13T08:58:28.722599Z","","","","",""

1468,"1","Надолго ли(","2025-05-13T08:58:28.722599Z",3887614,3.07,2,"Другое","2025-05-13T08:58:28.722599Z","","","","",""

1469,"1","Надолго ли(","2025-05-13T08:58:28.722599Z",3887616,2.565,2,"Другое","2025-05-13T08:58:28.722599Z","","","","",""

1470,"1","Спасибо. Все работает","2025-05-13T08:58:28.722599Z",3887743,687.526,5,"Вопрос решен","2025-05-13T08:58:28.722599Z","","","","",""

1471,"1","Спасибо большое!","2025-05-13T08:58:28.722599Z",3887791,2.777,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T08:58:28.722599Z","","","","",""

1472,"1","Спасибо!","2025-05-13T08:58:28.722599Z",3887832,7.426,5,"Вопрос решен","2025-05-13T23:33:53.206092Z","","","","",""

1473,"1","заявка выполнена, спасибо.","2025-05-13T08:58:28.722599Z",3887844,18.361,5,"Вопрос решен","2025-05-13T23:34:09.109871Z","","","","",""

1474,"1","Дверь закрывается намного лучше.","2025-05-13T08:58:28.722599Z",3887922,4.802,5,"Вопрос решен","2025-05-13T08:58:28.722599Z","","","","",""

1475,"1","Спасибо за быстрое реагирование!!!","2025-05-13T08:58:28.722599Z",3888009,10.341,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:34:29.775628Z","","","","",""

1476,"1","Оперативно сработали, благодарю.","2025-05-13T08:58:28.722599Z",3888318,27.391,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:34:41.940042Z","","","","",""

1477,"1","спасибо большое","2025-05-13T08:58:28.722599Z",3888320,6.976,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T08:58:28.722599Z","","","","",""

1478,"1","Спасибо сантехнику Алексею, все сделано качественно ","2025-05-13T08:58:28.722599Z",3888354,6.217,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-13T23:34:48.379169Z","","","","",""

1479,"1","Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!","2025-05-13T08:58:28.722599Z",3888539,60.561,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T08:58:28.722599Z","","","","",""

1480,"1","Очень оперативно и никуда не пришлось ходить.","2025-05-13T08:58:28.722599Z",3888591,14.629999999999999,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:35:05.378049Z","","","","",""

1481,"1","Проблема решена.","2025-05-13T08:58:28.722599Z",3888606,2.916,5,"Вопрос решен","2025-05-13T08:58:28.722599Z","","","","",""

1482,"1","Очень оперативно отреагировали! Спасибо!","2025-05-13T08:58:28.722599Z",3888633,6.997,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:35:12.291825Z","","","","",""

1483,"1","оперативно, качественно, вопросов не возникло. Спасибо.","2025-05-13T08:58:28.722599Z",3888794,11.254999999999999,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T23:35:20.054624Z","","","","",""

1484,"1","Быстро!","2025-05-13T08:58:28.722599Z",3888811,9.243,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T23:35:28.251060Z","","","","",""

